Transaction_Date,Transaction_Year,Transaction_Month,Brand,Model,Manufacture_Year,Car_Age_At_Sale,Mileage_km,Displacement_cc,Horsepower_PS,Seats,Color,Dealer,Price_HKD
2026/03,2026,3,FORD,Mustang 5.0,2017,9,59000.0,4951.0,421,4,Black,Hung Wai Motor Trend Limited,188000.0
2026/03,2026,3,LAND ROVER,Rangerover P530 LWB,2024,2,1888.0,4400.0,530,5,Black,Deluxe ( China ) Motors Company Limited,2380000.0
2026/03,2026,3,AUDI,Q5 sportback 45 S-Line,2021,5,34000.0,2000.0,265,5,Blue,Deluxe ( China ) Motors Company Limited,308000.0
2026/03,2026,3,TESLA,Model x 90D,2017,9,70000.0,111.0,417,6,Blue,Yat Chung Car Company,258000.0
2026/03,2026,3,MERCEDES-BENZ,C200 AMG,2019,7,51000.0,1497.0,184,5,White,Cube Motors,138000.0
2026/03,2026,3,MAZDA,BIANTE HIGHER VERSION,2017,9,48000.0,1998.0,151,8,White,A AND S AUTOMOBILE CO. LTD,78000.0
2026/03,2026,3,TOYOTA,C-HR,2021,5,47000.0,1800.0,122,5,Grey,Great Motors Limited,128000.0
2026/03,2026,3,MERCEDES-BENZ,GLA200 AMG,2020,6,46000.0,1332.0,163,5,Grey,Cube Motors,188000.0
2026/03,2026,3,BMW,318i Sport,2021,5,62000.0,1998.0,156,5,Grey,Cube Motors,158000.0
2026/03,2026,3,TOYOTA,ALPHARD,2019,7,110000.0,3500.0,300,7,Gold,Great Motors Limited,288000.0
2026/03,2026,3,BMW,X7 xDrive40iA M Sport,2020,6,50000.0,2998.0,340,7,Grey,Cube Motors,578000.0
2026/03,2026,3,AUDI,S3 Sportback Quattro,2021,5,57000.0,1984.0,310,5,Yellow,Cube Motors,228000.0
2026/03,2026,3,MERCEDES-BENZ,GLB250 AMG 4MATIC,2021,5,54000.0,1991.0,224,7,Grey,Cube Motors,258000.0
2026/03,2026,3,SUBARU,CROSSTREK 2.0I-S EYESIGHT,2024,2,8500.0,2000.0,156,5,Grey,Great Motors Limited,188000.0
2026/03,2026,3,BMW,118i M Sport,2020,6,37000.0,1499.0,140,5,White,Cube Motors,128000.0
2026/03,2026,3,BMW,X3 xDrive20iA xLine,2021,5,23000.0,1998.0,184,5,White,Cube Motors,198000.0
2026/03,2026,3,BMW,X3 xDrive20iA xLine,2020,6,31000.0,1998.0,184,5,Brown,Cube Motors,188000.0
2026/03,2026,3,TOYOTA,ALPHARD 3.5 EXECUTIVE LOUNGE,2015,11,67000.0,3500.0,300,7,Black,Great Motors Limited,208000.0
2026/03,2026,3,MERCEDES-BENZ,GLA200 AMG FACELIFT,2019,7,39000.0,1595.0,156,5,Black,Cube Motors,128000.0
2026/03,2026,3,BMW,X1 sDrive20iA xLine,2018,8,43000.0,1998.0,192,5,White,Cube Motors,108000.0
2026/03,2026,3,MERCEDES-BENZ,GLC250 4MATIC AMG,2018,8,45000.0,1991.0,211,5,Black,Cube Motors,158000.0
2026/03,2026,3,TOYOTA,RAV4 Deluxe,2020,6,39000.0,1987.0,173,5,Green,Cube Motors,158000.0
2026/03,2026,3,MERCEDES-BENZ,G63 AMG,2018,8,39000.0,3982.0,585,5,Grey,Superior Motors Company Limited,1780000.0
2026/03,2026,3,MERCEDES-BENZ,EQA250 AMG,2022,4,49000.0,80.0,190,5,Grey,Yat Chung Car Company,228000.0
2026/03,2026,3,TOYOTA,ALPHARD 3.5 EXECUTIVE LOUNGE,2017,9,95000.0,3500.0,300,7,Black,Yat Chung Car Company,238000.0
2026/03,2026,3,SUBARU,XV 2.0I AWD CVT,2020,6,30354.0,1995.0,156,5,Grey,Win Point Motors Limited,98000.0
2026/03,2026,3,TOYOTA,Previa,2017,9,59549.0,2362.0,170,7,Silver,Win Point Motors Limited,128000.0
2026/03,2026,3,AUDI,Q3 35 TFSI,2021,5,19000.0,1498.0,150,5,Black,Cube Motors,168000.0
2026/03,2026,3,BMW,218IA Gran Coupe Sport,2021,5,42211.0,1499.0,140,5,White,Win Point Motors Limited,128000.0
2026/03,2026,3,TOYOTA,ALPHARD HV,2018,8,51000.0,2494.0,197,7,Black,Celebrity Motors Limited,308000.0
2026/03,2026,3,LEXUS,NX300,2018,8,66000.0,1998.0,238,5,White,Cube Motors,158000.0
2026/03,2026,3,TOYOTA,Noah Luxury,2023,3,16910.0,1987.0,170,7,Black,Win Point Motors Limited,285000.0
2026/03,2026,3,LAND ROVER,Discovery Sport SE 7S,2017,9,68000.0,1999.0,240,7,Black,Cube Motors,88000.0
2026/03,2026,3,KIA,Sorento GT,2018,8,48000.0,2359.0,188,7,Blue,Cube Motors,88000.0
2026/03,2026,3,MERCEDES-BENZ,C200,2018,8,84388.0,1991.0,184,5,Grey,Win Point Motors Limited,98888.0
2026/03,2026,3,BENTLEY,CONTINENTAL GTC V8S,2015,11,20000.0,4000.0,528,4,Yellow,Superior Motors Company Limited,1280000.0
2026/03,2026,3,MCLAREN,MP4 12C COUPE,2012,14,17000.0,3798.0,625,2,Orange,Autopop Limited,628000.0
2026/03,2026,3,BMW,I4 EDRIVE35 M SPORT,2022,4,20000.0,,281,5,Black,Autopop Limited,348000.0
2026/03,2026,3,BMW,M3 COMPETITION M XDRIVE TOURING,2023,3,7000.0,2993.0,510,5,Green,Autopop Limited,1280000.0
2026/03,2026,3,MERCEDES-BENZ,C63 BLACK SERIES,2012,14,39000.0,6208.0,517,4,Black,Autopop Limited,1380000.0
2026/03,2026,3,MCLAREN,570S COUPE,2016,10,20000.0,3799.0,570,2,Orange,Neighbourcar Group Limited,1280000.0
2026/03,2026,3,TOYOTA,VELLFIRE 2.5 FACELIFT,2019,7,38000.0,2494.0,180,7,White,Autopop Limited,288000.0
2026/03,2026,3,BMW,M2 COUPE MANUAL,2023,3,4000.0,2993.0,460,4,Grey,Neighbourcar Group Limited,808000.0
2026/03,2026,3,AUDI,RS3 SEDAN QUATTRO,2018,8,30000.0,2480.0,400,5,Grey,Neighbourcar Group Limited,288000.0
2026/03,2026,3,MERCEDES-BENZ,AMG A35,2019,7,56000.0,1991.0,306,5,Grey,Kings Motor Co,198000.0
2026/03,2026,3,TOYOTA,SIENTA,2021,5,60000.0,1496.0,140,5,Silver,Neighbourcar Group Limited,128000.0
2026/03,2026,3,ALFA ROMEO,STELVIO QUADRIFOGLIO,2018,8,2000.0,2891.0,510,5,White,Kings Motor Co,648000.0
2026/03,2026,3,BMW,120i M Sport,2018,8,107081.0,1998.0,184,5,Black,Tak Lee Motors (HK) Limited,79000.0
2026/03,2026,3,PORSCHE,MACAN 2 0 Facelift,2020,6,23226.0,1984.0,252,5,Silver,Tak Lee Motors (HK) Limited,398000.0
2026/03,2026,3,BENTLEY,Bentayga 賓利添越新款,2022,4,23000.0,4000.0,550,5,Black,Deluxe ( China ) Motors Company Limited,2480000.0
2026/03,2026,3,MERCEDES-BENZ,EQA250 AMG,2022,4,39000.0,,190,5,Blue,Wai To Motors Ltd.,228000.0
2026/03,2026,3,TOYOTA,Alphard 3.5 ExL S,2018,8,46000.0,3500.0,301,7,White,Deluxe ( China ) Motors Company Limited,328000.0
2026/03,2026,3,BMW,X5 xDrive40iA X-Line,2020,6,120000.0,2998.0,340,7,White,Hung Wai Motor Trend Limited,238000.0
2026/03,2026,3,LAND ROVER,Rangerover P525 V8,2020,6,29000.0,5000.0,525,5,Grey,Deluxe ( China ) Motors Company Limited,778000.0
2026/03,2026,3,PORSCHE,CAYMAN T,2019,7,150.0,1998.0,300,2,White,Neighbour Star,968000.0
2026/03,2026,3,TOYOTA,Alphard 2.5 Z,2023,3,4600.0,2500.0,185,7,Black,Deluxe ( China ) Motors Company Limited,528000.0
2026/03,2026,3,BMW,520iA M SPORT,2019,7,72000.0,1998.0,184,5,Grey,A AND S AUTOMOBILE CO. LTD,118000.0
2026/03,2026,3,MERCEDES-BENZ,GLC250 AMG,2018,8,54000.0,1991.0,211,5,White,Celebrity Motors Limited,138000.0
2026/03,2026,3,NISSAN,Serena C26,2013,13,150000.0,1997.0,147,8,Purple,Hung Wai Motor Trend Limited,42800.0
2026/03,2026,3,TESLA,Model Y Lond Range,2022,4,39000.0,,366,5,Grey,Hung Wai Motor Trend Limited,209000.0
2026/03,2026,3,MERCEDES-BENZ,GLA200 AMG,2019,7,56000.0,1595.0,156,5,Black,Hung Wai Motor Trend Limited,99000.0
2026/03,2026,3,PORSCHE,MACAN 2.0 FACELIFT,2020,6,29000.0,1984.0,248,5,Blue,Royal Horse Motors Company,418000.0
2026/03,2026,3,MERCEDES-BENZ,EQE350 PLUS AMG (V295),2022,4,55000.0,109.0,292,5,Black,Royal Horse Motors Company,388000.0
2026/03,2026,3,MERCEDES-BENZ,GLC300 4Matic Facelift,2022,4,43000.0,1991.0,258,5,Gold,Hung Wai Motor Trend Limited,238000.0
2026/03,2026,3,MERCEDES-BENZ,GLA 250,2018,8,34000.0,1991.0,211,5,Grey,A AND S AUTOMOBILE CO. LTD,138000.0
2026/03,2026,3,LEXUS,行貨 UX200 F SPORT版 2.0NA,2019,7,100000.0,1987.0,173,5,White,Win Fair Motors Limited,118000.0
2026/03,2026,3,PORSCHE,行貨Cayenne S V6+Turbo,2016,10,47000.0,3604.0,420,5,White,Win Fair Motors Limited,288000.0
2026/03,2026,3,MERCEDES-BENZ,C200,2018,8,61000.0,1497.0,184,5,Blue,HANSEN MOTORS COMPANY LTD,138000.0
2026/03,2026,3,LEXUS,ES250,2022,4,48000.0,2487.0,207,5,Black,Celebrity Motors Limited,238000.0
2026/03,2026,3,PORSCHE,Macan S,2019,7,42800.0,2995.0,340,5,Blue,A AND S AUTOMOBILE CO. LTD,458000.0
2026/03,2026,3,BMW,iX3 M Sport Edition G08,2023,3,58000.0,80.0,286,5,Blue,A AND S AUTOMOBILE CO. LTD,348000.0
2026/03,2026,3,BMW,520 i M SPORT,2019,7,54000.0,1998.0,184,5,Black,Race Art Motors Limited,148000.0
2026/03,2026,3,TOYOTA,NOAH,2022,4,25000.0,1987.0,170,8,White,Race Art Motors Limited,198000.0
2026/03,2026,3,BMW,318iA SALOON SPORT版行貨,2020,6,69000.0,1998.0,156,5,Green,Win Fair Motors Limited,128000.0
2026/03,2026,3,TOYOTA,行貨CHR HYBRID MODELLISTA包圍,2021,5,77000.0,1798.0,122,5,Red,Win Fair Motors Limited,148000.0
2026/03,2026,3,TESLA,MODEL S 90D,2017,9,150000.0,111.0,423,5,Grey,Yat Chung Car Company,118000.0
2026/03,2026,3,MERCEDES-BENZ,EQB 250 AMG,2023,3,59000.0,111.0,190,7,Grey,Yat Chung Car Company,298000.0
2026/03,2026,3,MERCEDES-BENZ,C200 AMG 1.5,2018,8,78000.0,1498.0,184,5,Black,HANSEN MOTORS COMPANY LTD,138000.0
2026/03,2026,3,MERCEDES-BENZ,E200 AVANTGARDE FACELIFT,2019,7,54000.0,1991.0,184,5,Blue,Yat Chung Car Company,158000.0
2026/03,2026,3,BMW,X6 40M Sport,2021,5,23000.0,2998.0,333,5,Black,HANSEN MOTORS COMPANY LTD,558000.0
2026/03,2026,3,MERCEDES-BENZ,CLA250 AMG,2020,6,44000.0,1998.0,224,5,Blue,HANSEN MOTORS COMPANY LTD,198000.0
2026/03,2026,3,LEXUS,LX460,2013,13,109980.0,4608.0,301,8,Black,Tak Lee Motors (HK) Limited,368000.0
2026/03,2026,3,BMW,420iA Coupe M Sport,2021,5,44000.0,1998.0,184,4,Grey,Hung Wai Motor Trend Limited,258000.0
2026/03,2026,3,PORSCHE,Macan S,2016,10,87000.0,3000.0,340,5,Black,Pak Yu Motors,188000.0
2026/03,2026,3,HONDA,Stepwgn 1.5 (Spada),2017,9,27000.0,1496.0,150,7,Grey,Pak Yu Motors,148000.0
2026/03,2026,3,MAZDA,Mazda 6 Wagon (2.5),2021,5,45000.0,2488.0,194,5,Grey,Pak Yu Motors,128000.0
2026/03,2026,3,MERCEDES-BENZ,EQA250,2022,4,35600.0,,190,5,Grey,Autoway Motors Limited,228000.0
2026/03,2026,3,AUDI,Q3 35 (TFSI),2022,4,39000.0,1498.0,150,5,Grey,Pak Yu Motors,188000.0
2026/03,2026,3,PORSCHE,Cayenne S,2016,10,47000.0,3604.0,420,5,White,Hung Wai Motor Trend Limited,268000.0
2026/03,2026,3,AUDI,Q5 2.0 Quattro Tip,2016,10,111370.0,1984.0,230,5,Grey,Autoway Motors Limited,68000.0
2026/03,2026,3,MERCEDES-BENZ,A250 AMG,2019,7,34000.0,1991.0,224,5,Blue,Yat Chung Car Company,138000.0
2026/03,2026,3,PORSCHE,Boxster GTS 981,2014,12,45000.0,3456.0,340,2,White,Deluxe ( China ) Motors Company Limited,398000.0
2026/03,2026,3,LEXUS,ES250,2019,7,160000.0,2487.0,207,5,Blue,Vision Motors (HK) Limited,88000.0
2026/03,2026,3,LAND ROVER,DISCOVERY SPT P200 S,2020,6,58000.0,1997.0,200,7,Grey,Celebrity Motors Limited,178000.0
2026/03,2026,3,TOYOTA,Alphard 3.5 GF,2021,5,31000.0,3456.0,300,7,Brown,Vision Motors (HK) Limited,388000.0
2026/03,2026,3,PORSCHE,CAYMAN S,2014,12,40000.0,3436.0,325,2,Brown,Yat Chung Car Company,328000.0
2026/03,2026,3,AUDI,行貨Q5 45 TFSI QUATTRO SLINE,2019,7,51000.0,1984.0,252,5,White,Win Fair Motors Limited,138000.0
2026/03,2026,3,BMW,740 Li,2015,11,72568.0,2998.0,326,5,Black,"New Method Motors Co., Ltd.",168000.0
2026/03,2026,3,PORSCHE,CAYENNE,2019,7,31996.0,2995.0,340,5,Black,Tak Lee Motors (HK) Limited,528000.0
2026/03,2026,3,BMW,M340IA XDRIVE,2020,6,28573.0,2998.0,374,5,Blue,"New Method Motors Co., Ltd.",368000.0
2026/03,2026,3,BMW,120iA M-Sport Edition,2015,11,68000.0,1598.0,184,5,White,Hung Wai Motor Trend Limited,49800.0
2026/03,2026,3,TOYOTA,Alphard 3.5 SC,2017,9,60000.0,3500.0,280,7,White,Deluxe ( China ) Motors Company Limited,298000.0
2026/03,2026,3,MERCEDES-BENZ,GLE450 4M,2019,7,50000.0,2999.0,367,7,Black,Neighbourcar Group Limited,398000.0
2026/03,2026,3,PORSCHE,Macan,2015,11,38536.0,1984.0,252,5,Blue,Win Point Motors Limited,138000.0
2026/03,2026,3,TOYOTA,CHR HYBRID,2021,5,48000.0,1798.0,122,5,Silver,Wai To Motors Ltd.,138000.0
2026/03,2026,3,TOYOTA,SIENTA,2021,5,80000.0,1496.0,107,5,Black,Neighbour Star,98000.0
2026/03,2026,3,AUDI,Q8 55TFSI,2021,5,41000.0,3000.0,340,5,Beige,Deluxe ( China ) Motors Company Limited,398000.0
2026/03,2026,3,AUDI,A5 Sportback 1.8 TFSI Multitronic,2014,12,44000.0,1798.0,170,5,Grey,Hung Wai Motor Trend Limited,48000.0
2026/03,2026,3,BMW,330IA SALOON M SPORT EDITION,2019,7,8000.0,1998.0,258,5,Blue,Neighbourcar Group Limited,218000.0
2026/03,2026,3,BMW,IX3 M SPORT EDITION G08,2023,3,41000.0,80.0,286,5,White,Royal Horse Motors Company,298000.0
2026/03,2026,3,BMW,520IA M Sport,2019,7,82730.0,1998.0,184,5,Grey,Win Point Motors Limited,118000.0
2026/03,2026,3,BMW,I4 M50 GRAN COUPE G26,2022,4,43000.0,84.0,544,5,Blue,Royal Horse Motors Company,398000.0
2026/03,2026,3,BMW,X7 XDRIVE40IA EXCELLENCE G07,2019,7,54000.0,2994.0,340,7,Black,Royal Horse Motors Company,598000.0
2026/03,2026,3,BMW,118IA M SPORT EDITION,2020,6,56237.0,1499.0,140,5,Red,Win Point Motors Limited,113000.0
2026/03,2026,3,TOYOTA,Alphard 2.5 Z,2023,3,8100.0,2500.0,185,7,Black,Deluxe ( China ) Motors Company Limited,598000.0
2026/03,2026,3,TOYOTA,ALPHARD 2.5 HYBRID,2018,8,71000.0,2398.0,197,7,White,Win Point Motors Limited,328000.0
2026/03,2026,3,MERCEDES-BENZ,G55 AMG,2005,21,78000.0,5439.0,469,5,Black,Yat Chung Car Company,798000.0
2026/03,2026,3,BMW,320I M Sport,2018,8,19676.0,1998.0,184,5,Blue,"Ritz Automobile Co., Limited",108000.0
2026/03,2026,3,HONDA,STEPWGN HYBRID RP5 EX,2019,7,53000.0,2000.0,184,7,White,Yat Chung Car Company,178000.0
2026/03,2026,3,BMW,X4 20iA XLINE G02,2019,7,78000.0,1998.0,184,5,White,HANSEN MOTORS COMPANY LTD,178000.0
2026/03,2026,3,BMW,320i M Sport,2018,8,19000.0,1998.0,184,5,Blue,Vision Motors (HK) Limited,108000.0
2026/03,2026,3,TESLA,MODEL Y SR,2024,2,25000.0,,299,5,Black,Celebrity Motors Limited,258000.0
2026/03,2026,3,BMW,IX XDRIVE40 (I20),2022,4,36000.0,145.0,326,5,Grey,Royal Horse Motors Company,488000.0
2026/03,2026,3,BENTLEY,Flying Spur,2017,9,18000.0,5998.0,605,2,White,Zhong Hwa Motors Co. Ltd,898000.0
2026/02,2026,2,LEXUS,ES300H,2020,6,37000.0,2487.0,218,5,Grey,Celebrity Motors Limited,208000.0
2026/02,2026,2,MERCEDES-BENZ,EQA 250 AMG,2022,4,8480.0,80.0,190,5,White,"New Method Motors Co., Ltd.",248000.0
2026/02,2026,2,MERCEDES-BENZ,G63 AMG,2019,7,22000.0,3982.0,585,5,Black,"New Method Motors Co., Ltd.",1880000.0
2026/02,2026,2,TOYOTA,ALPHARD 3.5 FACELIFTED,2019,7,110000.0,3456.0,300,7,Beige,A AND S AUTOMOBILE CO. LTD,308000.0
2026/02,2026,2,TOYOTA,ALPHARD 350 2.4 Turbo,2024,2,3008.0,2393.0,274,7,White,"New Method Motors Co., Ltd.",898000.0
2026/02,2026,2,PORSCHE,Panamera Turbo,2013,13,36751.0,4806.0,500,4,Green,"New Method Motors Co., Ltd.",298000.0
2026/02,2026,2,TOYOTA,ALPHARD 350,2019,7,32050.0,3456.0,300,7,Gold,"New Method Motors Co., Ltd.",398000.0
2026/02,2026,2,AUDI,TTS Coupe Quattro,2015,11,14764.0,1984.0,310,4,Blue,"New Method Motors Co., Ltd.",248000.0
2026/02,2026,2,MERCEDES-BENZ,EQE350 AMG,2023,3,8100.0,999.0,292,5,Black,"New Method Motors Co., Ltd.",498000.0
2026/02,2026,2,MERCEDES-BENZ,E300 Coupe AMG,2019,7,13950.0,1991.0,245,4,Grey,"New Method Motors Co., Ltd.",398000.0
2026/02,2026,2,BENTLEY,Mulsanne,2020,6,2870.0,6800.0,512,5,Silver,"New Method Motors Co., Ltd.",2980000.0
2026/02,2026,2,BMW,740Li,2016,10,60864.0,2998.0,326,5,Grey,"New Method Motors Co., Ltd.",298000.0
2026/02,2026,2,MASERATI,Granturismo,2010,16,44520.0,4244.0,405,4,Grey,"New Method Motors Co., Ltd.",99000.0
2026/02,2026,2,LAND ROVER,Defender 110 P300,2021,5,29000.0,2000.0,300,7,Black,Deluxe ( China ) Motors Company Limited,668000.0
2026/02,2026,2,TOYOTA,Alphard 2.5 Z,2023,3,8103.0,2500.0,182,7,Black,Deluxe ( China ) Motors Company Limited,528000.0
2026/02,2026,2,TOYOTA,Alphard 3.5 Exl-S,2018,8,38000.0,3500.0,301,7,Black,Deluxe ( China ) Motors Company Limited,328000.0
2026/02,2026,2,LAND ROVER,Defender 90 P300 SE,2022,4,24000.0,2000.0,300,5,Black,Deluxe ( China ) Motors Company Limited,708000.0
2026/02,2026,2,OTHERS,行貨MG ZS EV 純電動車,2024,2,6000.0,75.0,204,5,White,Win Fair Motors Limited,168000.0
2026/02,2026,2,MINI,CLUBMAN 1.5 Turbo,2020,6,45000.0,1499.0,136,4,Red,A AND S AUTOMOBILE CO. LTD,128000.0
2026/02,2026,2,TESLA,Model 3 Long Range AWD,2024,2,70000.0,,346,5,Black,Hung Wai Motor Trend Limited,198000.0
2026/02,2026,2,TOYOTA,ALPHARD 3.5,2015,11,55000.0,3500.0,300,7,Silver,Yat Chung Car Company,228000.0
2026/02,2026,2,KIA,Sportage X-Line,2023,3,25000.0,1999.0,180,5,Grey,Hung Wai Motor Trend Limited,138000.0
2026/02,2026,2,BMW,X1 SDRIVE18IA,2020,6,28000.0,1499.0,228,5,Grey,Yat Chung Car Company,138000.0
2026/02,2026,2,TOYOTA,SIENTA HYBRID G FACELIFT,2020,6,32259.0,1496.0,100,7,White,"Ritz Automobile Co., Limited",148000.0
2026/02,2026,2,HONDA,FREED HYBRID GB7 FACELIFT 7座,2021,5,35975.0,1500.0,139,7,White,"Ritz Automobile Co., Limited",158000.0
2026/02,2026,2,PORSCHE,PANAMERA,2017,9,30000.0,2995.0,550,4,White,Neighbourcar Group Limited,508000.0
2026/02,2026,2,TOYOTA,VOXY HYBRID ZS FACELIFT,2019,7,41603.0,1797.0,136,7,Black,"Ritz Automobile Co., Limited",198000.0
2026/02,2026,2,HONDA,STEPWGN SPADA e:HEV RP5,2021,5,22310.0,1993.0,245,7,White,"Ritz Automobile Co., Limited",218000.0
2026/02,2026,2,HONDA,STEPWGN GEX e:HEV,2020,6,26571.0,1993.0,245,7,White,"Ritz Automobile Co., Limited",208000.0
2026/02,2026,2,MERCEDES-BENZ,C200 AMG EDITION,2022,4,26000.0,1500.0,204,5,Blue,Yat Chung Car Company,288000.0
2026/02,2026,2,TOYOTA,ALPHARD Z 250,2025,1,27.0,2493.0,182,7,White,"Ritz Automobile Co., Limited",668000.0
2026/02,2026,2,TOYOTA,CAMRY 2.5 DELUXE,2018,8,63000.0,2494.0,181,5,Silver,Yat Chung Car Company,108000.0
2026/02,2026,2,VOLKSWAGEN,行貨GOLF GTI MK7,2014,12,120000.0,1984.0,220,5,White,Win Fair Motors Limited,58000.0
2026/02,2026,2,MERCEDES-BENZ,C300 AMG,2016,10,67000.0,1991.0,245,2,Grey,Celebrity Motors Limited,98000.0
2026/02,2026,2,VOLVO,XC40 P8 RECHARGE PRO,2022,4,70000.0,,408,5,Green,Neighbourcar Group Limited,148000.0
2026/02,2026,2,PORSCHE,718 Cayman S,2017,9,33000.0,2497.0,350,2,Red,Wai To Motors Ltd.,518000.0
2026/02,2026,2,PORSCHE,Cayenne Coupe,2019,7,50000.0,2995.0,340,5,Blue,Wai To Motors Ltd.,698000.0
2026/02,2026,2,MERCEDES-BENZ,EQA 250,2022,4,40000.0,,190,5,White,Neighbourcar Group Limited,188000.0
2026/02,2026,2,MERCEDES-BENZ,S500 4MATIC,2021,5,20000.0,2999.0,435,5,Blue,Neighbourcar Group Limited,1130000.0
2026/02,2026,2,SUBARU,IMPREZA 5D 2.5 STI AWD 5AT,2010,16,80000.0,2457.0,300,5,White,Neighbourcar Group Limited,88000.0
2026/02,2026,2,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR,2019,7,70000.0,,219,5,Black,Neighbourcar Group Limited,158000.0
2026/02,2026,2,LAND ROVER,RR VELAR R-DYN SE P380,2017,9,40000.0,2995.0,380,5,Silver,Neighbourcar Group Limited,338000.0
2026/02,2026,2,BMW,318IA SALOON SPORT,2020,6,50000.0,1998.0,156,5,White,Neighbourcar Group Limited,138000.0
2026/02,2026,2,PORSCHE,MACAN S FACELIFT,2018,8,59000.0,2995.0,340,5,Black,Neighbourcar Group Limited,368000.0
2026/02,2026,2,LAND ROVER,DISCOVERY SPT SE 7S,2018,8,64000.0,1997.0,240,7,Grey,Celebrity Motors Limited,98000.0
2026/02,2026,2,BMW,128TIA,2022,4,39000.0,1998.0,265,5,White,Neighbourcar Group Limited,158000.0
2026/02,2026,2,MERCEDES-BENZ,CLS450 4MATIC,2018,8,40000.0,2999.0,367,5,Black,Neighbourcar Group Limited,328000.0
2026/02,2026,2,BMW,520i M SPORT (G30),2019,7,55214.0,1998.0,184,5,Black,Tak Lee Motors (HK) Limited,148000.0
2026/02,2026,2,TESLA,MODEL S 85 KWH DUAL MOTOR,2016,10,50000.0,,518,5,Brown,Kings Motor Co,168000.0
2026/02,2026,2,BMW,X5 xDrive30D,2013,13,120000.0,2993.0,258,7,Black,Hung Wai Motor Trend Limited,133800.0
2026/02,2026,2,AUDI,E-TRON GT,2021,5,45000.0,,476,5,Grey,Kings Motor Co,638000.0
2026/02,2026,2,TOYOTA,Estima Aeras V6,2015,11,75000.0,3456.0,280,7,Black,Hung Wai Motor Trend Limited,64000.0
2026/02,2026,2,TOYOTA,Wish Deluxe 1.8,2010,16,140000.0,1798.0,143,7,Red,Hung Wai Motor Trend Limited,33000.0
2026/02,2026,2,TOYOTA,VELLFIRE 250,2020,6,63000.0,2494.0,182,7,White,A AND S AUTOMOBILE CO. LTD,288000.0
2026/02,2026,2,TOYOTA,Alphard 2.5 Facelift,2020,6,55000.0,2494.0,274,7,White,Hung Wai Motor Trend Limited,268000.0
2026/02,2026,2,TOYOTA,C-HR,2021,5,31000.0,1798.0,122,5,Blue,Celebrity Motors Limited,138000.0
2026/02,2026,2,MERCEDES-BENZ,CLA250 COUPE AMG (C118),2020,6,46000.0,1991.0,224,5,White,Vision Motors (HK) Limited,178000.0
2026/02,2026,2,MERCEDES-BENZ,EQB 250 AMG (X243),2022,4,22000.0,80.0,190,7,Grey,Vision Motors (HK) Limited,298000.0
2026/02,2026,2,MERCEDES-BENZ,GLB250 4MATIC (X247),2021,5,30000.0,1991.0,224,7,White,Vision Motors (HK) Limited,268000.0
2026/02,2026,2,MERCEDES-BENZ,A250 SPORT AMG,2013,13,83000.0,1991.0,211,5,Grey,PRO-DRIVER,58000.0
2026/02,2026,2,LEXUS,NX300,2019,7,40000.0,1998.0,235,5,Black,PRO-DRIVER,198000.0
2026/02,2026,2,MERCEDES-BENZ,C200 COUPE AMG,2019,7,61000.0,1497.0,184,5,White,PRO-DRIVER,218000.0
2026/02,2026,2,TESLA,MODEL S 70D,2016,10,220000.0,,328,5,Blue,PRO-DRIVER,128000.0
2026/02,2026,2,LEXUS,IS300H ULTIMATE,2016,10,25989.0,2494.0,223,5,Black,Tak Lee Motors (HK) Limited,118000.0
2026/02,2026,2,LAND ROVER,Defender 110,2015,11,66911.0,2198.0,120,5,Green,"New Method Motors Co., Ltd.",268000.0
2026/02,2026,2,AUDI,TTRS COUPE QUATTRO,2023,3,6000.0,2480.0,400,2,Grey,Celebrity Motors Limited,598000.0
2026/02,2026,2,PORSCHE,718 CAYMAN,2019,7,37000.0,1988.0,300,2,Blue,Autopop Limited,528000.0
2026/02,2026,2,MINI,COUNTRYMAN JCW ALL 4,2021,5,28000.0,1998.0,306,2,Green,Autopop Limited,278000.0
2026/02,2026,2,LAND ROVER,DEFENDER 90 P300,2023,3,3000.0,2997.0,300,4,Silver,Autopop Limited,738000.0
2026/02,2026,2,FERRARI,430 SCUDERIA,2008,18,25000.0,4308.0,510,2,Red,Autopop Limited,1980000.0
2026/02,2026,2,FERRARI,360 CHALLENGE STRADALE,2004,22,60000.0,3586.0,425,3,Black,Autopop Limited,2180000.0
2026/02,2026,2,MERCEDES-BENZ,E53 COUPE AMG 4MATIC+,2021,5,19000.0,2999.0,429,4,White,Autopop Limited,738000.0
2026/02,2026,2,MCLAREN,ARTURA COUPE,2022,4,11000.0,2993.0,680,2,Orange,Autopop Limited,2380000.0
2026/02,2026,2,AUDI,TTRS COUPE QUATTRO,2023,3,11000.0,2480.0,400,4,White,Autopop Limited,598000.0
2026/02,2026,2,BMW,M3 COMPETITION XDRIVE G80,2021,5,50000.0,2993.0,510,5,Yellow,Autopop Limited,798000.0
2026/02,2026,2,BENTLEY,CONTINENTAL SUPERSPORTS,2010,16,27000.0,5998.0,630,2,Black,Autopop Limited,498000.0
2026/02,2026,2,FERRARI,F355 BERLINETTA,1997,29,19000.0,3496.0,380,2,Red,Autopop Limited,1080000.0
2026/02,2026,2,BMW,Z4 M COUPE,2008,18,70000.0,3246.0,330,5,Black,Autopop Limited,498000.0
